,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
76,Blazer mid '77 se - white/obsidian-white-obsidian,Nike,White/obsidian-white-obsidian,Code DC9265-100,Canvas Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2211376/original.jpg,women,"UK 3, UK 4, UK 4.5, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/nike-blazer-mid-77-se-dc9265-100-white-obsidian-white-obsidian/647381
77,Blazer mid '77 se - white/light sienna-white,Nike,White/light sienna-white,Code DC9265-101,Canvas Upper with Rubber Sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2211398/original.jpg,women,"UK 3, UK 4, UK 4.5, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 7.5, UK 8, ",https://superbalist.com/women/shoes/sneakers/nike-blazer-mid-77-se-dc9265-101-white-light-sienna-white/647382
78,237 - grey (030),New Balance,Grey,Code ws237cd,Suede & Mesh upper with Rubber Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209070/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 3, UK 8, ",https://superbalist.com/women/shoes/sneakers/237-grey-030-ws237cd/689845
79,Ralph Sampson 70 mid rubber kitsune -  puma x maison kitsune - black,PUMA Select,Black,Code 380291 01,Nylon Upper with Moulded Rubber Overlay & Rubber Sole,2249,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209380/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ralph-sampson-70-mid-rubber-kitsune-380291-01-puma-black/689593
80,L viper pu fash 20 - grey & sage,SOVIET,Grey,,Faux Leather Upper,279,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209177/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/l-viper-pu-fash-20-grey-sage/701795
81,237 - black (001),New Balance,Black,Code ws237cc,Suede & Mesh upper with Rubber Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209084/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 3, UK 8, ",https://superbalist.com/women/shoes/sneakers/237-black-001-ws237cc/689844
82,Carina crew iridescent - puma white,PUMA,Puma White,Code 368880 01,Leather Upper with Rubber Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209276/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/carina-crew-iri-368880-01-puma-white-puma-white/689550
83,Puma R78 futr iri wmn's - gray violet-elektro purple,PUMA,Gray Violet-Elektro Purple,Code 375466 02,Mesh Upper with Synthetic Leather Overlays & Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209305/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/puma-r78-futr-iri-wmn-s-375466-02-gray-violet-elektro-purple/689551
84,X-ray² square iri wmn's - puma black-puma black-pink lady-puma silver,PUMA,Puma Black-Puma Black-Pink Lady-Puma Silver,Code 375965 01,Mesh Upper with Leather Overlays & Rubber Sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209355/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/x-ray-square-iri-wmn-s-375965-01-puma-black-puma-black-pink-lady-puma-silver/689553
85,237 - sea salt (108),New Balance,Sea salt,Code Ws237cb,Suede & Mesh upper with Rubber Sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209035/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/237-sea-salt-108-ws237cb/689843
86,Puma R78 futr iridescent wmn's - puma black-blue glow,PUMA,Puma Black-Blue Glow,Code 375466 03,Mesh Upper with Synthetic Leather Overlays & Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209330/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/puma-r78-futr-iri-wmn-s-375466-03-puma-black-blue-glow/689552
87,Ralph sampson 70 rubber kitsune -  puma x maison kitsune - meadowlark,PUMA Select,Meadowlark,Code 375647 02,Leather Upper with Rubber Overlays & Rubber Sole,1949,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2209342/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ralph-sampson-70-rubber-kitsune-375647-02-meadowlark/689594
88,Puma r78 - pink lady-puma white-gray violet,PUMA,Pink lady-puma white-gray violet,Code 373117 28,Nylon ripstop with synthetic suede overlays & rubber sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207472/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/puma-r78-373117-28-pink-lady-puma-white-gray-violet/689519
89,Ua classic slip-on - (galaxy) black/true white,Vans,Galaxy black/true white,Code VN0A33TBG4F1,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207606/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 4, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-classic-slip-on-galaxy-black-true-white/687792
90,Ua era - orchid/true white,Vans,Orchid/true white,Code VN0A54F13SQ1,Canvas Upper with Waffle Sole,561,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207555/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-era-orchid-true-white/687794
91,S-mydori lc w sneakers - white,Diesel,White,,Leather Upper with Rubber Sole,2449,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207987/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/s-mydori-lc-w-sneakers-y02594-pr030-t1015-white/672714
92,S-clever so w  sneakers - gray violet / white,Diesel,Grey violet / white,,Faux-leather Upper with Rubber Sole,1959,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207962/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/s-clever-so-w-sneakers-y02383-p4028-h8595-gray-violet-white/672716
93,Cali wedge soft wild wn's - puma black-puma white-puma silver,PUMA,Puma black-puma white-puma silver,Code 375048 01,Suede upper with Rubber sole,1274,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207485/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/cali-wedge-soft-wild-wn-s-375048-01-puma-black-puma-white-puma-silver/689540
94,S-mydori lc w sneakers - black,Diesel,Black,,Leather Upper with Rubber Sole,2449,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2208001/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/s-mydori-lc-w-sneakers-y02594-pr030-t8013-black/672715
95,RE.GEN Oslo Maja  - puma white-gum,PUMA,Puma white-gum,Code 375860 01,Synthetic Upper with Rubber Sole,1424,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207496/original.jpg,women,"UK 4, UK 6, UK 3, UK 5, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/re-gen-oslo-maja-375860-01-puma-white-gum/689527
96,Ua slip-on platform sf - (surf supply) karina/black,Vans,Surf supply karina/black,Code vn0a3mvc4xy1,Canvas Upper with Waffle Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2207615/original.jpg,women,"UK 5, UK 3, UK 4, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-slip-on-platform-sf-vn0a3mvc4xy1-surf-supply-karina-black/705776
97,Classic slip-on - (better together) fuchsia purple/true white,Vans,Fuchsia Purple/True White,Code VN0A33TB42W,Textile Upper with Waffle Sole,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2145622/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/women/shoes/sneakers/classic-slip-on-better-together-fuchsia-purple-true-white/687772
98,Japan s pf - black/white,ASICS,Black/White,,Synthetic upper,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2231164/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/japan-s-pf-black-white/673271
99,Vans x liberty fabrics old skool tapered - multi/yellow floral,Vans,Multi/Yellow Floral,Code VN0A54F44TW,Canvas Upper with Waffle Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2193463/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/vans-x-liberty-fabrics-old-skool-tapered-multi-yellow-floral/687803
100,Air Max 90 - photon dust/summit white-hyper grape,Nike,Photon dust/summit white-hyper grape,Code cz1617-001,Synthetic Upper with Rubber sole,1874,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2231288/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/air-max-90-cz1617-001-photon-dust-summit-white-hyper-grape/647380
101,Chuck Taylor All Star pride hi - white/multi,Converse,White/multi/white - pride,Code 170822C,,1399,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2198482/original.jpg,men,"UK 3, UK 4, UK 11, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-pride-hi-white-multi-white-pride/714126
102,Chuck Taylor All Star pride ox - white/multi,Converse,White/multi/white - pride,Code 170823C,Canvas Upper with Rubber sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2198516/original.jpg,men,"UK 3, UK 7, UK 4, UK 5, UK 6, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/chuck-taylor-all-star-pride-ox-white-multi-white-pride/714127
103,Vans x Liberty fabrics Old Skool tapered,Vans,Multi/Patchwork Floral,Code VN0A54F44TV,Canvas Upper with Waffle Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2193453/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/vans-x-liberty-fabrics-old-skool-tapered-multi-patchwork-floral/687802
104,UA classic slip-on - (bandana) true blue & true white,Vans,True Blue & True White,Code VN0A33TB42U1,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2197019/original.jpg,men,"UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, ",https://superbalist.com/men/shoes/sneakers/ua-classic-slip-on-bandana-true-blue-true-white/687761
105,UA classic slip-on - (bandana) black & true white,Vans,Black & True White,Code VN0A33TBD9S1,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2196955/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/ua-classic-slip-on-bandana-black-true-white/687762
106,star replay platform all of the stars ox - black/white,Converse,Black & White,Code 565366C,Canvas Upper with Rubber sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2196137/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 8, UK 4, ",https://superbalist.com/women/shoes/sneakers/converse-star-replay-platform-all-of-the-stars-ox-black-white/502314
107,UA old skool stacked - (uv ink) leopard/true white,Vans,Leopard & True White,Code VN0A4U154TJ1,Canvas & Leather Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2197128/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/ua-old-skool-stacked-uv-ink-leopard-true-white/687777
108,Vans x Liberty fabrics Old Skool tapered,Vans,Multi/Black Floral,Code VN0A54F44TR,Canvas Upper with Waffle Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2196905/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/vans-x-liberty-fabrics-old-skool-tapered-multi-black-floral/687801
109,UA sk8-hi - (mystic) parisian night/shifting sand,Vans,Parisian Night/Shifting Sand,Code VN0A32QG4UA1,Textile & Suede Upper with Waffle Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2197158/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/women/shoes/sneakers/ua-sk8-hi-mystic-parisian-night-shifting-sand/687759
110,237 - rose water,New Balance,Rose Water (692),Code ws237ca,Suede Upper with Rubber sole,1189,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2196178/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/237-rose-water-ws237ca/689842
111,UA sid - misty blue,Vans,Misty Blue,Code VN0A54F53NQ1,Canvas Upper with Waffle Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2197234/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/women/shoes/sneakers/ua-sid-misty-blue/687760
112,UA classic slip-on - uv ink & true white,Vans,UV Ink & True White,Code VN0A33TB45R1,Canvas Upper with Waffle Sole,636,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2197201/original.jpg,men,"UK 9, UK 10, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 11, ",https://superbalist.com/men/shoes/sneakers/ua-classic-slip-on-uv-ink-true-white/687764
113,UA classic slip-on - (bandana) classic white & black,Vans,Classic White & Black,Code VN0A33TB42S1,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2197001/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, ",https://superbalist.com/men/shoes/sneakers/ua-classic-slip-on-bandana-classic-white-black/687763
114,Forum low tt w - ftwr white/ecru tint/blue tint s18,adidas Originals,"Fy8014 White, Ecru Tint & Blue Tint",Code fy8014,Leather Upper with Suede Overlays & Rubber sole,1424,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2194967/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/forum-low-tt-w-fy8014-ftwr-white-ecru-tint-blue-tint-s18/636403
115,Suede Mayu UP - grenadine-marshmallow-gum 3,PUMA,Grenadine-Marshmallow-Gum 3,Code 38165002,Suede Upper with Gum Sole,1424,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2195372/original.jpg,women,"UK 5, UK 6, UK 7, UK 8, UK 3, UK 4, ",https://superbalist.com/women/shoes/sneakers/suede-mayu-up-wn-s-38165002-grenadine-marshmallow-gum-3/715754
116,Chuck taylor all star madison garden party ox - light blue,Converse,Light Blue,Code 570807C,Canvas Upper with Rubber Sole,849,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2192886/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-madison-garden-party-ox-light-blue/714110
117,Chuck taylor all star madison summer fest ox - off white,Converse,Off White,Code 570910C,Canvas Upper with Rubber Sole,849,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2192918/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",https://superbalist.com/women/shoes/sneakers/chuck-taylor-all-star-madison-summer-fest-ox-off-white/714111
118,5740 - blue & grey (462),New Balance,Blue & Grey,,Suede/Mesh Upper/Rubber Sole,2199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2192979/original.jpg,women,"UK 4, UK 5, UK 6, UK 8, UK 3, UK 7, ",https://superbalist.com/women/shoes/sneakers/5740-blue-grey-462-w5740gc/689827
119,Rovulc low ii wmn - combat,G-Star RAW,Combat,Code D18654-8701-723,Canvas Upper with Rubber sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2192727/original.jpg,women,"UK 3, UK 8, UK 4, UK 5, UK 6, UK 7, ",https://superbalist.com/women/shoes/sneakers/rovulc-low-ii-wmn-combat/729265
