,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Fabricarion,FabricationMaterial,Fabriction,Volume,Fabircation,Suitable,Includes,Sneaker,Footwear,Base,Ingredients,Formal,Toe,Sport,Size,Qty,Care
80,574v2 - outer space (075),New Balance,Outerspace with varsity gold,Code ml574na2,TENCEL™ Lyocell textile upper with Suede Overlays & Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2216299/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
81,Ua era - uv ink/true white,Vans,uv ink/true white,Code VN0A54F145R1,Canvas Upper with Waffle Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2225994/original.jpg,men,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
82,Future rider icons - marshmallow-star sapphire,PUMA,Marshmallow & Star Sapphire,Code 380723 01,Mesh Upper with Nubuck Overlays & Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2216353/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
83,574v2 - beige (268),New Balance,Timberwolf with grey oak,Code ml574nr2,,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2216310/original.jpg,men,"UK 6, UK 8, UK 7, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
84,Future rider icons - castlerock-puma black,PUMA,Castlerock & Puma Black,Code 380723 02,Mesh Upper with Nubuck Overlays & Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2216378/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
85,Trase tx - black,DC,Black,,Canvas Upper with Rubber Sole,R559,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2213902/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 11, UK 10, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
86,DC x Bob's Burgers Manual Hi - black,DC,Black,Code ADYS300669-KWP,Canvas Upper with Rubber Sole,R769,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2183949/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
87,Sb heritage vulc - coast/white-psychic blue-white,Nike,Coast/white-psychic blue-white,Code CD5010-401,Suede & Canvas Upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209298/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, UK 12, ",,,,,,,,,,,,,,,,,
88,S-astico mc sneakers - baltic,Diesel,Baltic,Code Y02662-P1239-T6289,Canvas Upper with Rubber Sole,R2239,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209098/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
89,Sb heritage vulc - flax/college orange-oatmeal-white,Nike,Flax/Oatmeal/White/College Orange,Code CD5010-201,,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209294/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
90,Puma R78 futr - puma black-puma white-glacier gray,PUMA,Puma Black-Puma White-Glacier Gray,Code 374895 11,Mesh Upper with Synthetic Leather Overlays & Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209291/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
91,Puma backcourt mid rainbow - puma white,PUMA,Puma White,Code 368872 01,Synthetic Leather Upper with Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209252/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
92,X-ray² square rainbow - puma white-puma white-scuba blue-poppy red,PUMA,Puma White-Puma White-Scuba Blue-Poppy Red,Code 368856 01,Knit Upper with Synthetic Leather Overlays & Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209186/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
93,373v2 - workwear,New Balance,Workwear,Code ml373sm2,Suede Leather Upper,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209259/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
94,373v2 - vintage indigo,New Balance,Vintage indigo,Code ml373sn2,Suede Leather Upper,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209237/original.jpg,men,"UK 6.5, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
95,X-ray lite rainbow - puma black-puma black-celandine-scuba blue,PUMA,Puma Black-Puma Black-Celandine-Scuba Blue,Code 368863 01,Textile Upper with Synthetic Leather Overlays & Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209217/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
96,X-ray lite rainbow - puma white-puma white-celandine-scuba blue,PUMA,Puma White-Puma White-Celandine-Scuba Blue,Code 368863 02,Textile Upper with Synthetic Leather Overlays & Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209236/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
97,X-ray² square rainbow - puma black-puma black-scuba blue-poppy red,PUMA,Puma Black-Puma Black-Scuba Blue-Poppy Red,Code 368856 02,Knit Upper with Synthetic Leather Overlays & Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209203/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
98,237 - white & burgundy,New Balance,White & Burgundy,Code ms237sb,Suede Upper,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209278/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
99,373v2 - celadon,New Balance,Celadon,Code ml373sf2,,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209218/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, ",Suede Leather Upper,,,,,,,,,,,,,,,,
100,Anzarun lite - poppy red-poppy red-peacoat,PUMA,Poppy red-poppy red-peacoat,,,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207451/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
101,327 - summer fog,New Balance,Summer fog with Black,Code MS327PBB,Nylon upper with Suede Overlays & Rubber Sole,R2099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2206966/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
102,237 - velocity red,New Balance,Velocity Red & Atlantic,Code MS237AC,Nylon upper with Suede Overlays & Rubber Sole,R1329,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2206881/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 11.5, UK 6, ",,,,,,,,,,,,,,,,,
103,Converse x Todd Snyder Jack Purcell Low,Converse,Obsidian/egret,Code 171844C,12 oz canvas upper with teasel suede tongue & Rubber sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207304/original.jpg,men,"UK 5, UK 6, UK 12, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
104,237 - vintage orange,New Balance,Vintage Orange,Code MS237CD,Nylon upper with Suede Overlays & Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2206902/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 11.5, ",,,,,,,,,,,,,,,,,
105,237 - burgundy,New Balance,Burgundy,Code MS237CF,Nylon upper with Suede Overlays & Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2206926/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 11.5, ",,,,,,,,,,,,,,,,,
106,Converse x Todd Snyder Jack Purcell Low,Converse,Egret/gum,Code 171843C,12 oz canvas upper with teasel suede tongue & Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207290/original.jpg,men,"UK 5, UK 6, UK 11, UK 12, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
107,237 - cobalt,New Balance,Cobalt Blue with Aspen,Code MS237AA,,R1329,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2206819/original.jpg,men,"UK 7, UK 8, UK 9, UK 11, UK 6, UK 10, UK 11.5, ",,,,,,,,,,,,,,,,,
108,237 - rogue wave,New Balance,Rogue Wave,Code MS237CE,Nylon upper with Suede Overlays & Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2206922/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 11.5, ",,,,,,,,,,,,,,,,,
109,"Blazer mid '77 - ""Cork Plant Pack""",Nike,White/obsidian-white-obsidian,Code CI1166-100,Canvas Upper with Rubber Sole,R1999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207511/original.jpg,men,"UK 6, UK 6.5, UK 7, UK 7.5, UK 8, UK 8.5, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
110,237 - vintage orange,New Balance,Vintage Orange & Team Teal,Code MS237AB,Nylon upper with Suede Overlays & Rubber Sole,R1329,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2206829/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 11.5, UK 6, ",,,,,,,,,,,,,,,,,
111,Puma r78 futr - elektro blue-puma white-puma white,PUMA,Elektro blue-puma white-puma white,,Mesh Upper/Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071687/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
112,Classic slip-on - (better together) fuchsia purple/true white,Vans,Fuchsia Purple/True White,Code VN0A33TB42W,Textile Upper with Waffle Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2145622/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
113,Chuck taylor all star traveler ox - dramatic nights - air ticket,Converse,"Black, White, Bold Wasabi - dramatic nights - air ticket",Code 170852C,Canvas Upper with Rubber sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196111/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",,,,,,,,,,,,,,,,,
114,Chuck Taylor All Star pride hi - white/multi,Converse,White/multi/white - pride,Code 170822C,,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2198482/original.jpg,men,"UK 3, UK 4, UK 11, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
115,Chuck Taylor All Star pride ox - white/multi,Converse,White/multi/white - pride,Code 170823C,Canvas Upper with Rubber sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2198516/original.jpg,men,"UK 3, UK 7, UK 4, UK 5, UK 6, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,
116,237 - reflection,New Balance,Reflection (073),Code MS237SA,Suede Upper with Rubber sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196147/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
117,UA sk8-hi - (bandana) classic white & black,Vans,Classic White & Black,Code VN0A32QG42S1,Canvas & Suede Upper with Waffle Sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197180/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
118,Stan Smith - ftwr white/off white/green,adidas Originals,ftwr white/off white/green,Code G58194,Synthetic Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197223/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",,,,,,,,,,,,,,,,,
119,Superstar - bright blue/ftwr white/core black,adidas Originals,bright blue/ftwr white/core black,Code FX5571,Leather Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197057/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
120,NMD_R1 - cream white/cream white/screaming orange,adidas Originals,cream white/cream white/screaming orange,Code FY5984,Mesh Upper with Rubber Sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197125/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
121,Ozweego flipshield - cream white/off white/yellow tint,adidas Originals,cream white/off white/yellow tint,Code FX6047,Leather Upper with Rubber Sole,R1874,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197087/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,
122,UA classic slip-on - (bandana) true blue & true white,Vans,True Blue & True White,Code VN0A33TB42U1,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197019/original.jpg,men,"UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, ",,,,,,,,,,,,,,,,,
123,UA classic slip-on - (bandana) black & true white,Vans,Black & True White,Code VN0A33TBD9S1,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196955/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
124,Chuck taylor all star traveler hi - dramatic nights - air ticket,Converse,"White, Black, Bold Wasabi - dramatic nights - air ticket",Code 170851C,Canvas Upper with Rubber sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196104/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
125,Chuck taylor all star ox - keith haring,Converse,"White, Black & Red - keith haring",Code 171860C,Canvas Upper with Rubber sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196133/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
126,Chuck taylor all star cx colorblocked ox - dramatic nights,Converse,"Grave, Black, Hyper Magenta & Dramatic Nights",Code 170835C,Canvas Upper with Rubber sole,R1599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196070/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
127,Chuck 70 national parks hi - the great outdoors,Converse,"Bright Poppy, Citron Pulse & Bold Wasabi - the great outdoors",Code 170836C,Canvas Upper with Rubber sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196076/original.jpg,men,"UK 8, UK 9, UK 10, UK 6, UK 7, UK 11, ",,,,,,,,,,,,,,,,,
128,UA authentic - (sidewall) palm tree/checkerboard,Vans,Palm Tree/Checkerboard,Code VN0A348A40P1,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196932/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
129,UA sk8-hi - (bandana) black & true white,Vans,Black & True White,Code VN0A32QGD9S1,Suede & Canvas Upper with Waffle Sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197046/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
130,237 - marblehead,New Balance,Marblehead (081),Code ms237sc,Suede Upper with Rubber sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196154/original.jpg,men,"UK 6, UK 7, UK 9, UK 10, UK 11, UK 8, UK 11.5, ",,,,,,,,,,,,,,,,,
131,Chuck taylor all star cx colorblocked hi - dramatic nights,Converse,"Black, Gravel, Bold Wasabi & Dramatic nights",Code 170834C,Canvas Upper with Rubber sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196050/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
132,Chuck 70 national parks hi - the great outdoors,Converse,"Red Bark, Malted & Gold Dart - the great outdoors",Code 170837C,Canvas Upper with Rubber sole,R1799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196082/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",,,,,,,,,,,,,,,,,
133,UA classic slip-on - uv ink & true white,Vans,UV Ink & True White,Code VN0A33TB45R1,Canvas Upper with Waffle Sole,R636,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197201/original.jpg,men,"UK 9, UK 10, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 11, ",,,,,,,,,,,,,,,,,
134,UA classic slip-on - (bandana) classic white & black,Vans,Classic White & Black,Code VN0A33TB42S1,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197001/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,
135,UA authentic - (sidewall) otw/black,Vans,Otw/Black,Code VN0A348A40M1,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197250/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, ",,,,,,,,,,,,,,,,,
136,Chuck taylor all star cx colorblocked hi - dramatic nights,Converse,"White, Bold Wasabi, Nightfall Violet & Dramatic Nights",Code 170833C,Canvas Upper with Rubber sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196034/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
137,Ralph sampson mid pop - puma white & peacoat,PUMA,Puma White & Peacoat,Code 374925 02,Leather Upper with Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2195176/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
138,Mirage mox earthbreak trainers - puma white & desert sage,PUMA Select,Puma White & Desert Sage,Code 380515 01,Leather Upper with Suede & Nubuck Overlays & Rubber Sole,R1724,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2195207/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 6, UK 11, ",,,,,,,,,,,,,,,,,
139,Superstar - ftwr white/core black/light charcoal,adidas Originals,"White, Core Black & Light Charcoal",Code fx5565,Leather Upper with Nubuck Overlays & Rubber sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2194912/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
140,NMD_R1 - crew navy/crew navy/ftwr white,adidas Originals,Crew Navy & Ftwr White,Code fy5983,Mesh Upper with Rubber sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2194937/original.jpg,men,"UK 6, UK 7, UK 8, UK 10, UK 12, UK 9, UK 11, ",,,,,,,,,,,,,,,,,
141,Reebok Answer IV “Hot Rod”,Reebok,"Black, Team Purple & Vector Red",Code fy9689,Leather Upper with Rubber sole,R2099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2194989/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, ",,,,,,,,,,,,,,,,,
142,Suede bloc trainers - puma black & paradise pink,PUMA,Puma Black & Paradise Pink,Code 38118303,Suede Upper with Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2195223/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",,,,,,,,,,,,,,,,,
143,Bobs manual slip-on - black,DC,Black,Code ADYS300670-xKKW,Canvas Upper with Rubber Sole,R699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2183965/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, ",,,,,,,,,,,,,,,,,
144,Rovulc low ii - combat,G-Star RAW,Combat,Code D18670-8701-723,Canvas Upper,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192769/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",,,,,,,,,,,,,,,,,
145,Pro leather parquet court hi - white/university red/white,Converse,white/university red/white,Code 170900C,Leather Upper with Rubber Sole,R2199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2193222/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
146,Chuck taylor all star wordmark graphic hi - gravel/black/white,Converse,gravel/black/white,Code 170665C,Canvas Upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2193089/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
147,Chuck taylor all star high street canvas mid - grey,Converse,Grey,Code 170934C,Canvas Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2193361/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
148,Chuck taylor all star high street canvas mid - black & white,Converse,Black & White,Code 170955C,Canvas Upper with Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2193321/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
149,Converse el distrito 2.0 ox - storm wind/back alley brick/white,Converse,storm wind/back alley brick/white,Code 170679C,Canvas Upper with Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2193068/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
150,Chuck taylor all star wordmark graphic ox - white/black/white,Converse,white/black/white,Code 170666C,Canvas Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2193133/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,
