,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Product url
450,Kalis vulc mid - grey,DC,Grey,Code ADYS300622-GRY,Leather & Faux Suede Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107478/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/kalis-vulc-mid-adys300622-gry-grey/690608
451,Kalis vulc mid - black/black/white,DC,Black/Black/White,Code ADYS300622-xKKW,Leather & Faux Suede Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107453/original.jpg,men,"UK 7, UK 8, UK 9, UK 10, UK 11, UK 6, UK 12, ",https://superbalist.com/men/shoes/sneakers/kalis-vulc-mid-adys300622-xkkw-black-black-white/690609
452,Rs 2.0 core - elektro blue-gray violet,PUMA,Elektro blue - Grey violet,,"Synthetic, Leather Upper/Rubber Sole",1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071762/original.jpg,men,"UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/rs-2-0-core-374992-01-elektro-blue-gray-violet/689446
453,Rs-x³ twill airmesh - puma white-peacoat,PUMA,puma white - peacoat,,"Synthetic, Mesh, Suede Upper/Rubber Sole",1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2070865/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/rs-x-twill-airmesh-368845-01-puma-white-peacoat/689449
454,Rs-x³ twill airmesh - castlerock-poppy red,PUMA,Castlerock-poppy red,,"Synthetic, Mesh, Faux-suede Upper/Rubber Sole",1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2070879/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/rs-x-twill-airmesh-368845-02-castlerock-poppy-red/689450
455,Campos - white stone,Tretorn,White Stone,Code CAMPOS-038,Canvas Upper with Suede Overlays & Rubber sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091802/original.jpg,men,"UK 8, UK 9, UK 9.5, UK 6.5, UK 7.5, ",https://superbalist.com/men/shoes/sneakers/campos-white-stone/687296
456,Nylite artis - fog,Tretorn,Fog,Code NYLITE ARTIS-027,Leather Upper with Rubber sole,1799,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091831/original.jpg,men,"UK 6, UK 6.5, UK 8, UK 9, UK 9.5, UK 3.5, UK 4, UK 5, UK 7.5, UK 10.5, ",https://superbalist.com/men/shoes/sneakers/nylite-artis-fog/687298
457,Nylite ocean net - chalk - stone,Tretorn,Chalk Stone,Code NYLITE OCEAN NET-043,Cotton Upper with Rubber sole,844,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091900/original.jpg,men,"UK 3.5, UK 5, UK 6, UK 6.5, UK 7.5, UK 8, UK 9, UK 9.5, UK 4, UK 10.5, ",https://superbalist.com/men/shoes/sneakers/nylite-ocean-net-chalk-stone/687293
458,Manual - pink/pink,DC,Pink/Pink,Code ADYS300591-PIP,Textile Upper with Rubber Sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2107268/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/manual-adys300591-pip-pink-pink/690615
459,Rs-fast tech - puma black-puma white-fiery coral,PUMA,Puma black - Puma white - Fiery coral,,"Textile, Synthetic Upper/Rubber Sole",1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071952/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/rs-fast-tech-380191-02-puma-black-puma-white-fiery-coral/689447
460,Zx 2k boost - core black/core black/ftwr white,adidas Originals,"Core Black, Core Black, White",,Textile Upper/ Rubber Sole,2024,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2065998/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/zx-2k-boost-fx7038-core-black-core-black-ftwr-white/636173
461,X-ray 2 square - puma black-puma black-limoges-puma silver,PUMA,puma black-puma black-limoges-puma silver,,Synthetic leather Upper/Rubber Sole,1049,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071216/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 13, ",https://superbalist.com/men/shoes/sneakers/x-ray-2-square-373108-15-puma-black-puma-black-limoges-puma-silver/689438
462,Feiyue 1920 mid classic - white,Feiyue,White,,Canvas Upper with Rubber sole,489,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2105574/original.jpg,men,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 3, UK 10, ",https://superbalist.com/men/shoes/sneakers/feiyue-1920-mid-classic-white/705739
463,Adrien garwing - grey,Replay,Grey,,Synthetic Upper,1784,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2106209/original.jpg,men,"UK 9, UK 11, UK 6, UK 7, UK 8, UK 10, ",https://superbalist.com/men/shoes/sneakers/adrien-garwing-lt-grey-ch-grey/704363
464,Field sunfield - black,Replay,Black,,Leather Upper,2624,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2106147/original.jpg,men,"UK 10, UK 11, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/field-sunfield-black/704365
465,R-81 m drum road - orange,Replay,Orange,,Textile Upper,1784,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2106266/original.jpg,men,"UK 8, UK 10, UK 11, UK 6, UK 7, UK 9, ",https://superbalist.com/men/shoes/sneakers/r-81-m-drum-road-mustard-blue/704369
466,Room hornbeck - white,Replay,White,,Faux Leather Upper,2764,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2106186/original.jpg,men,"UK 6, UK 7, UK 8, UK 10, UK 11, UK 9, ",https://superbalist.com/men/shoes/sneakers/room-hornbeck-white/704370
467,Puma smash v2 - high risk red-puma team gold-puma white,PUMA,high risk red-puma team gold-puma white,,Faux-suede Upper/Rubber Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2070830/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/puma-smash-v2-364989-52-high-risk-red-puma-team-gold-puma-white/689437
468,Campos - burnt henna,Tretorn,Burnt Henna,Code CAMPOS-025,Canvas Upper with Suede Overlays & Rubber sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091779/original.jpg,men,"UK 6.5, UK 7.5, UK 8, UK 9, UK 9.5, UK 10.5, ",https://superbalist.com/men/shoes/sneakers/campos-burnt-henna/687295
469,Campos - field green,Tretorn,Field Green,Code CAMPOS-065,Canvas Upper with Suede Overlays & Rubber sole,1499,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091824/original.jpg,men,"UK 6.5, UK 7.5, UK 8, UK 9, UK 9.5, ",https://superbalist.com/men/shoes/sneakers/campos-field-green/687297
470,Field sunfield - brown,Replay,Brown,,Leather Upper,2436,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2106054/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 7, ",https://superbalist.com/men/shoes/sneakers/field-sunfield-cuoio/704366
471,Nylite ocean net - black,Tretorn,Black,Code NYLITE OCEAN NET-011,Cotton Upper with Rubber sole,1299,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2108792/original.jpg,men,"UK 3.5, UK 4, UK 5, UK 6, UK 6.5, UK 8, UK 9, UK 9.5, UK 11, UK 7.5, UK 10.5, ",https://superbalist.com/men/shoes/sneakers/nylite-ocean-net-black-black/687292
472,Room baskin - black,Replay,Black,,Textile Upper,1784,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2106178/original.jpg,men,"UK 10, UK 6, UK 7, UK 8, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/room-baskin-black-black/704371
473,Feiyue fe lo 1920 classic - navy,Feiyue,Blue,,Canvas Upper With Rubber Sole,549,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2105747/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/men/shoes/sneakers/feiyue-fe-lo-1920-classic-navy/705737
474,Feiyue fe lo 1920 classic - ivory,Feiyue,White,,Canvas Upper with Rubber Sole,549,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2105762/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",https://superbalist.com/women/shoes/sneakers/feiyue-fe-lo-1920-classic-ivory/705738
475,Feiyue 1920 mid classic - black,Feiyue,Black,,Canvas Upper with Rubber sole,489,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2105752/original.jpg,men,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 3, UK 10, ",https://superbalist.com/men/shoes/sneakers/feiyue-1920-mid-classic-black/705740
476,Tarther blast - graphite grey/cream,ASICS,Graphite grey/cream,Code 1201A066-021,TARTHER™ shoe upper with Rubber Sole,1349,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095401/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 11, UK 12, UK 10, ",https://superbalist.com/men/shoes/sneakers/tarther-blast-graphite-grey-cream/673263
477,Suede classic xxi - puma black-puma white,PUMA,Puma Black - Puma White,,Suede Upper/Rubber Sole,1124,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071720/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/suede-classic-xxi-374915-01-puma-black-puma-white/689440
478,Calow pro - bisque,G-Star RAW,Bisque,,"Leather 58%, Nylon 26%, TPU 16%",2029,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101713/original.jpg,men,"UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, ",https://superbalist.com/men/shoes/sneakers/calow-pro-d19256-8706-205-bisque/690590
479,Superstar - ftwr white/ftwr white/gold met.,adidas Originals,Ftwr white/ftwr white/gold met.,Code fx5537,Coated Leather Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101231/original.jpg,men,"UK 9, UK 11, UK 12, UK 6, UK 7, UK 8, UK 10, ",https://superbalist.com/men/shoes/sneakers/superstar-fx5537-ftwr-white-ftwr-white-gold-met/636155
480,Stan Smith vulc - ftwr white/green,adidas Originals,Ftwr white/ftwr white/green,Code FX8070,Faux Leather Upper with Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101295/original.jpg,men,"UK 6, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, UK 7, ",https://superbalist.com/men/shoes/sneakers/stan-smith-vulc-fx8070-ftwr-white-ftwr-white-green/636183
481,Suede classic xxi - high risk red-puma white,PUMA,High risk red - Puma white,,Suede Upper/Rubber Sole,1124,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071728/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 12, UK 6, UK 7, ",https://superbalist.com/men/shoes/sneakers/suede-classic-xxi-374915-02-high-risk-red-puma-white/689441
482,Puma taper - puma black-dark shadow-puma black,PUMA,Puma black-dark shadow-puma black,,Mesh Upper/Rubber Sole,711,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2071159/original.jpg,men,"UK 6, UK 10, UK 7, UK 8, UK 9, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/puma-taper-373018-01-puma-black-dark-shadow-puma-black/689431
483,Superstar - ftwr white/blue/gold met.,adidas Originals,Ftwr white/blue/gold met.,Code FY7713,Leather Upper with Rubber Sole,1039,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101324/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/superstar-fy7713-ftwr-white-blue-gold-met/636215
484,Suede vtg Michael Lau - poppy red-red plum,PUMA Select,Poppy red-red plum,Code 38082001,Suede Upper with Rubber Sole,1424,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101119/original.jpg,men,"UK 7, UK 9, UK 10, UK 11, UK 6, UK 8, ",https://superbalist.com/men/shoes/sneakers/suede-vtg-michael-lau-poppy-red-red-plum/698351
485,CL Legacy - morning fog/court blue/dynamic red,Reebok,Morning fog/court blue/dynamic red,Code fz2923,,979,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101165/original.jpg,men,"UK 11, UK 6, UK 7, UK 8, UK 9, UK 10, UK 12, ",https://superbalist.com/men/shoes/sneakers/cl-legacy-fz2923-morning-fog-court-blue-dynamic-red/637049
486,FuelCell Propel RMX - black,New Balance,Black (001),Code MPRMXCM,Multi textile Upper with Rubber Sole,2099,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101380/original.jpg,men,"UK 7, UK 6.5, UK 8, UK 8.5, UK 9, UK 9.5, UK 10, UK 10.5, UK 11, UK 11.5, ",https://superbalist.com/men/shoes/trainers/fuelcell-propel-rmx-black-mprmxcm/689810
487,Calow pro - combat,G-Star RAW,Combat,,"50% Polyurethane, 50% Nylon",2029,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101819/original.jpg,men,"UK 10, UK 11, UK 12, UK 6, UK 7, UK 8, UK 9, ",https://superbalist.com/men/shoes/sneakers/calow-pro-d19256-8706-723-combat/690591
488,NY 92 - ftwr white/team royal blue,adidas Originals,Ftwr white/team royal blue/ftwr white,Code FZ2247,Faux Leather Upper with Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101345/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/ny-92-fz2247-ftwr-white-team-royal-blue-ftwr-white/636232
489,Superstar - ftwr white/gold met.,adidas Originals,Ftwr white/ftwr white/gold met.,Code FX5540,Leather Upper with Rubber Sole,1199,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2101249/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/superstar-fx5540-ftwr-white-ftwr-white-gold-met/636157
490,Zx 2k boost - ftwr white/silver met./core black,adidas Originals,"White, Silver met & Core Black",,Textile Upper/Rubber Sole,2024,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2065933/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/zx-2k-boost-fx7030-ftwr-white-silver-met-core-black/636170
491,Sid - (suede) black,Vans,Black,Code VN0A54F5A6O1,Suede Upper with Waffle Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091027/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/sid-suede-black/669547
492,Era 59 - (c&l) frost gray/acid denim,Vans,Frost gray/acid denim,Code VN0A38FSQ701,Canvas Upper with Waffle Sole,674,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091043/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/era-59-c-l-frost-gray-acid-denim/669551
493,3mc - collegiate navy/collegiate navy/ftwr white,adidas Originals,Navy & White,Code B22707,Canvas Upper with Rubber Sole,824,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2098254/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/3mc-b22707-collegiate-navy-collegiate-navy-ftwr-white/636129
494,Stan smith vulc - ftwr white/ftwr white/team royal blue,adidas Originals,Ftwr white/ftwr white/team royal blue,Code FX8071,Synthetic Upper with Rubber Sole,974,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2098329/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/stan-smith-vulc-fx8071-ftwr-white-ftwr-white-team-royal-blue/636184
495,Era - ballad blue/true white,Vans,Ballad blue/true white,Code VN0A54F14G41,Canvas Upper with Waffle Sole,561,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2090972/original.jpg,men,"UK 10, UK 12, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, UK 11, ",https://superbalist.com/men/shoes/sneakers/era-ballad-blue-true-white/669545
496,Retrorunner - core black/ftwr white/dove grey,adidas Originals,"Black, White & Grey",Code FV7034,Nylon Upper & Suede Overlays with Rubber Sole,899,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2098307/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, UK 13, ",https://superbalist.com/men/shoes/sneakers/retrorunner-fv7034-core-black-ftwr-white-dove-grey/636141
497,VANS Sport - (suede) black,Vans,Black,Code VN0A4BU6A6O1,Suede Upper with Waffle Sole,749,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091099/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 12, ",https://superbalist.com/men/shoes/sneakers/vans-sport-suede-black/669556
498,Sid - (suede) baja blue,Vans,Baja blue,Code VN0A54F54XH1,Suede Upper with Waffle Sole,714,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2090956/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/sid-suede-baja-blue/669546
499,Era - (new varsity) black/high risk red,Vans,Black/high risk red,Code VN0A54F14G0,Canvas Upper with Waffle Sole,599,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2090986/original.jpg,men,"UK 9, UK 11, UK 6, UK 7, UK 8, UK 10, ",https://superbalist.com/men/shoes/sneakers/era-new-varsity-black-high-risk-red/669549
500,Era 59 - (c&l) dress blues/acid denim,Vans,Dress blues/acid denim,Code VN0A38FSQ6Z1,Canvas Upper with Waffle Sole,584,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091057/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/era-59-c-l-dress-blues-acid-denim/669550
501,VANS Sport - (suede) white,Vans,White,Code VN0A4BU6XNH1,Suede Upper with Waffle Sole,649,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2091092/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/vans-sport-suede-white/669557
502,Cl legacy - ftwr white/chalk/vector navy,Reebok,Ftwr white/chalk/vector navy,Code FY7747,Textile upper with suede overlays & Rubber Sole,979,https://assets.superbalistcdn.co.za/500x720/filters:quality(75):format(jpg)/2095239/original.jpg,men,"UK 12, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, ",https://superbalist.com/men/shoes/sneakers/cl-legacy-fy7747-ftwr-white-chalk-vector-navy/637036
